Genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
12,0.546,0.911,6,-4.801,1,0.062,0.0008,7.73E-05,0.131,0.757,76.008,216515
12,0.347,0.875,2,-7.997,1,0.0454,0.000374,5.08E-06,0.315,0.48,168.039,280904
12,0.563,0.932,1,-4.306,1,0.0408,7.69E-05,0.462,0.0156,0.745,131.984,233293
12,0.527,0.973,3,-2.948,0,0.153,0.00121,0,0.335,0.663,144.046,172250
12,0.542,0.965,6,-3.257,1,0.118,0.00246,0.000863,0.284,0.47,133.048,216067
12,0.315,0.963,3,-4.907,0,0.111,1.44E-06,0.185,0.0504,0.53,173.98,231035
12,0.173,0.893,6,-5.53,0,0.163,0.000211,0.0214,0.102,0.36,84.985,242000
12,0.446,0.81,1,-7.528,0,0.0336,0.000315,0.000449,0.125,0.404,152.558,235907
12,0.428,0.963,3,-3.297,1,0.123,0.0503,0.672,0.143,0.498,144.744,203137
12,0.579,0.893,2,-2.331,1,0.0487,0.00121,0,0.186,0.488,95.995,211250
12,0.482,0.902,8,-6.752,1,0.0347,7.73E-05,0.398,0.385,0.67,140.02,277153
12,0.567,0.954,5,-3.859,0,0.11,3.22E-05,0.000741,0.29,0.684,126.97,220670
12,0.478,0.856,5,-4.698,0,0.0303,0.000114,4.40E-06,0.06,0.303,98.943,173671
12,0.509,0.766,9,-4.177,0,0.0373,0.00142,0,0.297,0.707,102.86,204271
12,0.473,0.911,9,-3.843,0,0.0748,0.000105,0.145,0.0704,0.386,131.995,261000
12,0.457,0.945,1,-4.722,0,0.0746,2.77E-05,0,0.231,0.483,135.946,200411
12,0.57,0.894,10,-5.179,0,0.0448,0.00292,0.000299,0.109,0.288,120.035,336453
12,0.523,0.909,2,-5.176,1,0.0441,0.000459,0.00185,0.381,0.669,120.015,200400
12,0.421,0.914,11,-4.657,1,0.0848,0.00108,4.64E-05,0.256,0.773,164.885,159759
12,0.243,0.865,8,-6.172,1,0.0584,6.42E-06,0.88,0.408,0.327,101.282,351961
12,0.502,0.952,2,-5.527,1,0.0997,0.000272,3.72E-06,0.521,0.351,136.091,204874
12,0.514,0.905,2,-5.315,0,0.0384,2.26E-05,0.654,0.272,0.37,127.028,208736
12,0.387,0.844,1,-4.063,1,0.0486,6.06E-05,0.00833,0.374,0.443,146.988,250612
12,0.413,0.927,4,-4.713,0,0.0423,1.29E-05,0.0074,0.123,0.43,138.089,261112
12,0.259,0.919,8,-4.649,1,0.0717,3.41E-05,0.364,0.339,0.3,162.229,219725
12,0.653,0.879,9,-3.165,1,0.0669,0.002,0.0126,0.0741,0.692,127.92,210987
12,0.431,0.85,6,-4.803,1,0.0643,0.000107,0.000128,0.181,0.585,141.979,268813
12,0.507,0.861,4,-3.27,0,0.0471,0.00739,0,0.0842,0.527,123.901,196137
12,0.41,0.923,2,-4.488,1,0.0485,0.00126,0.00398,0.0831,0.476,161.995,223227
12,0.409,0.954,6,-5.788,0,0.0528,1.45E-05,0.000193,0.191,0.526,158.107,165638
12,0.628,0.923,3,-5.1,1,0.0354,0.000383,0.00141,0.323,0.619,128.095,212360
12,0.616,0.835,1,-5.519,1,0.037,0.00015,0.577,0.0756,0.536,111.977,199027
12,0.529,0.968,9,-3.722,0,0.0448,4.03E-05,0.407,0.104,0.271,90.009,277334
12,0.61,0.816,0,-5.065,0,0.0323,0.00173,0,0.0357,0.826,142.092,216785
12,0.493,0.943,4,-3.321,1,0.0608,0.000679,0.00897,0.134,0.493,96.997,234476
12,0.577,0.958,2,-3.524,1,0.0565,0.0046,0,0.143,0.567,111.949,163849
12,0.517,0.936,8,-4.555,1,0.0623,7.11E-05,0,0.105,0.732,107.042,171008
12,0.567,0.886,0,-4.88,1,0.0852,0.00164,0.025,0.357,0.647,129.575,258307
12,0.495,0.95,9,-3.295,0,0.0527,9.77E-06,1.95E-06,0.0891,0.417,90.021,223667
12,0.569,0.743,4,-5.389,0,0.0401,1.49E-05,0,0.143,0.599,120.03,192000
12,0.414,0.902,5,-4.677,1,0.0663,4.17E-05,0.000121,0.408,0.378,120.017,247108
12,0.42,0.885,8,-6.844,1,0.08,9.55E-05,0.571,0.0949,0.447,135.12,287721
12,0.597,0.921,3,-4.483,0,0.047,9.64E-05,0.418,0.0867,0.562,128.975,225778
12,0.549,0.898,6,-3.146,1,0.157,0.00228,0,0.067,0.765,92.985,217130
12,0.487,0.691,9,-5.277,1,0.0501,0.0644,0,0.141,0.627,169.857,152548
12,0.543,0.956,5,-5.176,0,0.115,0.000185,0.0109,0.126,0.358,160.003,312938
12,0.486,0.973,7,-3.541,1,0.0788,1.01E-05,0.783,0.133,0.278,108.731,294118
12,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907
12,0.541,0.968,0,-4.129,1,0.0396,0.000248,8.28E-06,0.423,0.505,125.04,311813
12,0.37,0.981,5,-3.296,1,0.0633,6.28E-05,0.00225,0.331,0.413,155.177,343600
