0.000000000000000000e+00,3.076539035327478522e-01,-4.607331338001342536e-01,5.000000000000000000e+00
1.000000000000000000e+00,6.053066494663235098e-01,1.242128724592516331e+00,7.000000000000000000e+00
2.000000000000000000e+00,3.105913516897519377e-01,-4.964805563335525362e-01,1.200000000000000000e+01
3.000000000000000000e+00,3.955092270281557187e-01,-2.008346502350301724e-02,1.100000000000000000e+01
4.000000000000000000e+00,3.379926834363950472e-01,-3.375526254005707938e-01,1.000000000000000000e+01
5.000000000000000000e+00,-6.309885620559758657e-01,-8.731122818301825794e-02,1.000000000000000000e+01
6.000000000000000000e+00,3.611424250137829639e-01,-2.241941350902885155e-01,2.000000000000000000e+00
7.000000000000000000e+00,-6.727049677404117745e-01,-3.258609951774702473e-01,4.000000000000000000e+00
8.000000000000000000e+00,-5.254685562294378887e-01,4.214603340553559341e-01,1.000000000000000000e+01
9.000000000000000000e+00,4.604338429693776713e-01,2.620433283531336532e-01,9.000000000000000000e+00
1.000000000000000000e+01,5.928548156751006770e-01,9.004094675361140609e-01,1.000000000000000000e+00
1.100000000000000000e+01,-5.854677786763221592e-01,1.283634752807375212e-01,9.000000000000000000e+00
1.200000000000000000e+01,3.966433225070160606e-01,-4.168173732681072080e-02,0.000000000000000000e+00
1.300000000000000000e+01,3.005094366572223508e-01,-5.100900017703914324e-01,4.000000000000000000e+00
1.400000000000000000e+01,3.172914190488259623e-01,-4.535150362186270434e-01,1.200000000000000000e+01
1.500000000000000000e+01,-6.070699021343064494e-01,4.609907279380351386e-02,6.000000000000000000e+00
1.600000000000000000e+01,3.811212756952273017e-01,-1.276128984501377073e-01,9.000000000000000000e+00
1.700000000000000000e+01,-6.668538557204384265e-01,-2.861551265861708715e-01,4.000000000000000000e+00
1.800000000000000000e+01,-5.037798782284668153e-01,1.329899294475919425e-01,1.000000000000000000e+01
1.900000000000000000e+01,-5.090952100077271725e-01,4.738651811535283809e-01,1.000000000000000000e+01
2.000000000000000000e+01,4.068608866648659173e-01,3.218214356402023663e-02,1.000000000000000000e+01
2.100000000000000000e+01,-6.009584115698879403e-01,3.096389436611079460e-01,7.000000000000000000e+00
2.200000000000000000e+01,6.004728691207700253e-01,1.171924317026043605e+00,1.000000000000000000e+00
2.300000000000000000e+01,3.222181380306348708e-01,-3.810648188200834729e-01,6.000000000000000000e+00
2.400000000000000000e+01,-6.556039961176315378e-01,-2.316728884819254652e-01,1.200000000000000000e+01
2.500000000000000000e+01,3.861696952717187936e-01,-1.187649348627838053e-01,5.000000000000000000e+00
2.600000000000000000e+01,4.164003574714895128e-01,6.980345712138558145e-02,5.000000000000000000e+00
2.700000000000000000e+01,3.216878033195267328e-01,-4.294649878035830537e-01,9.000000000000000000e+00
2.800000000000000000e+01,3.065536650980446587e-01,-5.256178628033857381e-01,1.200000000000000000e+01
2.900000000000000000e+01,-6.391852743463993791e-01,-1.306044075610529598e-01,1.100000000000000000e+01
3.000000000000000000e+01,-6.650251643121823930e-01,-2.559653675022482422e-01,6.000000000000000000e+00
3.100000000000000000e+01,-6.127707833173048346e-01,-6.470376882507031246e-02,1.100000000000000000e+01
3.200000000000000000e+01,4.237449662719124377e-01,-3.245607892600542166e-01,1.200000000000000000e+01
3.300000000000000000e+01,4.984252715078514862e-01,4.430602648749553119e-01,0.000000000000000000e+00
3.400000000000000000e+01,5.318719621556672328e-01,8.792075897688990116e-01,7.000000000000000000e+00
3.500000000000000000e+01,3.709458442104089926e-01,-1.881334057198012499e-01,5.000000000000000000e+00
3.600000000000000000e+01,-4.845643509750449662e-01,2.338003932378383554e-01,6.000000000000000000e+00
3.700000000000000000e+01,3.455026182671044888e-01,-2.459572030477855387e-01,1.100000000000000000e+01
3.800000000000000000e+01,4.101108414512608102e-01,-6.875541331293126383e-03,5.000000000000000000e+00
3.900000000000000000e+01,-5.521230846633186085e-01,2.666641461219117493e-01,1.000000000000000000e+01
4.000000000000000000e+01,3.977021216864509712e-01,-3.748700917888717760e-02,0.000000000000000000e+00
4.100000000000000000e+01,4.699527159427658862e-01,3.119054403133812992e-01,5.000000000000000000e+00
4.200000000000000000e+01,3.603874015603766856e-01,-2.554792457018107421e-01,8.000000000000000000e+00
4.300000000000000000e+01,4.569486698490878851e-01,5.290941897694589890e-01,0.000000000000000000e+00
4.400000000000000000e+01,3.321421304377924488e-01,-3.619729497049093414e-01,4.000000000000000000e+00
4.500000000000000000e+01,3.220116619368217914e-01,-4.293914279553207036e-01,1.200000000000000000e+01
4.600000000000000000e+01,6.126208474879000221e-01,1.259945841850423243e+00,1.000000000000000000e+00
4.700000000000000000e+01,3.378347842858390182e-01,-3.137808895886922134e-01,9.000000000000000000e+00
4.800000000000000000e+01,3.054162129386868707e-01,-5.332830098236692740e-01,2.000000000000000000e+00
4.900000000000000000e+01,3.340283239164721918e-01,-3.702198104911594290e-01,0.000000000000000000e+00
5.000000000000000000e+01,4.087396539961589137e-01,-3.771348308297204355e-01,1.100000000000000000e+01
5.100000000000000000e+01,3.318951546495726435e-01,-3.427994951814221092e-01,2.000000000000000000e+00
5.200000000000000000e+01,3.845627377869300645e-01,-1.150681874257132864e-01,9.000000000000000000e+00
5.300000000000000000e+01,-6.549884625340102184e-01,-2.732261566039366207e-01,8.000000000000000000e+00
5.400000000000000000e+01,3.351096236322270161e-01,-3.906394385178099671e-01,5.000000000000000000e+00
5.500000000000000000e+01,3.621768718991323910e-01,-2.328776780102358168e-01,1.100000000000000000e+01
5.600000000000000000e+01,3.407173860833618839e-01,-2.813474975219369956e-01,6.000000000000000000e+00
5.700000000000000000e+01,-5.966018292502973663e-01,8.013418284759092625e-02,5.000000000000000000e+00
5.800000000000000000e+01,3.774756140285049355e-01,-7.801009631596894645e-02,1.100000000000000000e+01
5.900000000000000000e+01,4.168253313416151462e-01,3.780413441623995535e-02,0.000000000000000000e+00
6.000000000000000000e+01,3.215816616735114875e-01,-3.914620005318290019e-01,4.000000000000000000e+00
6.100000000000000000e+01,4.815855400938842679e-01,3.764769691901002080e-01,5.000000000000000000e+00
6.200000000000000000e+01,4.143520610973036589e-01,-3.698930769247206762e-01,5.000000000000000000e+00
6.300000000000000000e+01,-6.514029409051168562e-01,-2.127224763626372750e-01,5.000000000000000000e+00
6.400000000000000000e+01,3.873544139820163656e-01,-9.756820380172291640e-02,1.000000000000000000e+01
6.500000000000000000e+01,-5.128379419758545277e-01,4.875964233375657542e-01,0.000000000000000000e+00
6.600000000000000000e+01,3.294182789853691840e-01,-3.977142546360374342e-01,2.000000000000000000e+00
6.700000000000000000e+01,6.196548145374839445e-01,1.323415017933645021e+00,1.000000000000000000e+00
6.800000000000000000e+01,-3.821654150991537491e-01,1.198069107393118005e+00,1.000000000000000000e+00
6.900000000000000000e+01,4.965570462272391183e-01,7.163152359345739129e-01,7.000000000000000000e+00
