,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,0,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.34700000000000003,125.971,190476
1,1,0.825,0.45799999999999996,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,197760
2,2,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478
3,3,0.752,0.6729999999999999,10,-5.792000000000001,0,0.153,0.0538,0.0,0.133,0.35,164.00900000000001,163902
4,4,0.6579999999999999,0.922,7,-1.864,1,0.10099999999999999,0.0704,0.0,0.36200000000000004,0.527,136.04,248137
5,5,0.816,0.579,1,-6.097,1,0.0867,0.203,0.0,0.127,0.43,120.07799999999999,226314
6,6,0.735,0.449,10,-7.507000000000001,1,0.34700000000000003,0.629,0.0,0.113,0.0397,122.947,220488
7,7,0.835,0.564,1,-5.39,1,0.065,0.168,0.0,0.10300000000000001,0.228,140.02,222929
8,8,0.615,0.731,4,-3.127,0,0.0829,0.586,0.0,0.0984,0.402,170.00900000000001,125103
9,9,0.9259999999999999,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,181929
10,10,0.7120000000000001,0.815,8,-5.68,0,0.138,0.478,0.0005610000000000001,0.11199999999999999,0.685,100.059,129930
11,11,0.358,0.9129999999999999,2,-3.477,1,0.218,0.0881,0.392,0.287,0.5770000000000001,75.01,206400
12,12,0.7859999999999999,0.733,6,-4.961,0,0.127,0.0257,0.0,0.14300000000000002,0.358,101.046,202653
13,13,0.907,0.7,8,-6.577999999999999,1,0.255,0.205,0.0,0.106,0.5539999999999999,91.971,149126
14,14,0.764,0.502,0,-8.276,0,0.14400000000000002,0.748,7.07e-06,0.0894,0.34600000000000003,127.031,151379
15,15,0.722,0.596,2,-9.249,1,0.235,0.263,0.0,0.0823,0.33,74.928,192271
16,16,0.598,0.42700000000000005,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721
17,17,0.813,0.433,10,-10.249,0,0.736,0.0809,1.37e-06,0.0506,0.177,179.997,181394
18,18,0.769,0.787,11,-3.909,1,0.36700000000000005,0.18899999999999997,0.0,0.129,0.836,126.77,159715
19,19,0.855,0.6509999999999999,0,-8.044,0,0.235,0.063,0.0,0.0772,0.5589999999999999,111.99700000000001,193027
20,20,0.747,0.452,5,-10.564,1,0.17300000000000001,0.11800000000000001,0.0,0.0753,0.469,92.015,188000
21,21,0.81,0.71,7,-8.436,1,0.193,0.0008119999999999999,0.0857,0.35700000000000004,0.743,166.987,197400
22,22,0.8640000000000001,0.695,2,-5.653,1,0.0694,0.00896,0.0,0.0685,0.215,110.029,150545
23,23,0.287,0.595,4,-9.34,0,0.0352,0.0332,0.00159,0.147,0.0384,74.979,137204
24,24,0.8859999999999999,0.479,4,-8.054,0,0.33399999999999996,0.077,0.0,0.135,0.408,130.029,158692
25,25,0.508,0.47600000000000003,6,-13.277000000000001,0,0.124,0.18100000000000002,2.65e-06,0.0849,0.28300000000000003,149.88,243748
26,26,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387
27,27,0.682,0.273,9,-17.094,0,0.0571,0.447,0.0342,0.20800000000000002,0.215,135.004,171500
28,28,0.867,0.772,8,-5.941,1,0.16899999999999998,0.0149,0.0,0.10800000000000001,0.586,94.984,176842
29,29,0.7140000000000001,0.609,0,-7.811,1,0.0599,0.00518,0.018000000000000002,0.11599999999999999,0.247,167.89,162773
30,30,0.753,0.43700000000000006,5,-14.538,1,0.11,0.0294,0.0,0.136,0.16,112.04700000000001,164180
31,31,0.5670000000000001,0.6409999999999999,5,-5.718999999999999,1,0.0902,0.122,0.0,0.185,0.406,169.80900000000003,146823
32,32,0.805,0.764,10,-4.176,0,0.0664,0.035,0.006659999999999999,0.0489,0.124,144.077,230000
33,33,0.657,0.6609999999999999,10,-5.297000000000001,0,0.111,0.419,0.0,0.0833,0.42100000000000004,79.057,142785
34,34,0.809,0.741,5,-8.45,1,0.18600000000000003,0.44799999999999995,2.38e-06,0.147,0.866,160.03799999999998,198118
35,35,0.6409999999999999,0.7809999999999999,2,-3.73,0,0.221,0.46,0.0,0.392,0.847,84.958,174353
36,36,0.787,0.713,7,-5.252000000000001,1,0.401,0.0849,0.0,0.7170000000000001,0.7609999999999999,175.046,148759
37,37,0.6990000000000001,0.6509999999999999,5,-8.35,1,0.105,0.34299999999999997,0.0006349999999999999,0.115,0.34700000000000003,96.041,194928
38,38,0.8140000000000001,0.32899999999999996,1,-9.119,1,0.155,0.0943,3.9200000000000004e-05,0.113,0.428,99.742,181653
39,39,0.474,0.631,5,-5.8839999999999995,0,0.34299999999999997,0.0687,0.0,0.132,0.425,180.051,189323
40,40,0.743,0.44799999999999995,2,-10.288,0,0.0405,0.478,0.0,0.247,0.525,100.029,177590
41,41,0.753,0.652,10,-5.943,0,0.0753,0.444,0.0,0.11699999999999999,0.745,139.96200000000002,123560
42,42,0.8759999999999999,0.733,10,-4.478,0,0.33299999999999996,0.0208,0.0,0.0999,0.9620000000000001,154.904,148630
43,43,0.9740000000000001,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040
44,44,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935
45,45,0.8170000000000001,0.873,1,-4.221,1,0.121,0.0325,7.72e-06,0.129,0.76,116.016,234052
46,46,0.902,0.608,11,-6.2379999999999995,1,0.27,0.00045599999999999997,0.0,0.0621,0.836,84.001,160742
47,47,0.816,0.5820000000000001,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366
48,48,0.84,0.22699999999999998,2,-15.350999999999999,1,0.0742,0.763,2.62e-05,0.0911,0.409,119.98899999999999,211984
49,49,0.664,0.6779999999999999,1,-5.906000000000001,0,0.23199999999999998,0.20600000000000002,7.51e-06,0.171,0.517,134.141,173784
50,50,0.7170000000000001,0.598,5,-5.6129999999999995,0,0.0809,0.22,0.0,0.122,0.496,153.905,151040
51,51,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,129882
52,52,0.831,0.502,10,-4.045,0,0.046,0.10099999999999999,0.0,0.122,0.10099999999999999,100.541,205427
53,53,0.873,0.591,2,-5.928,1,0.226,0.168,0.0,0.11699999999999999,0.27699999999999997,100.515,143333
54,54,0.956,0.6679999999999999,1,-5.365,1,0.36200000000000004,0.00975,0.0,0.113,0.48100000000000004,127.927,211677
55,55,0.772,0.847,10,-3.7889999999999997,0,0.0929,0.00718,0.0,0.156,0.7040000000000001,100.01299999999999,163390
56,56,0.852,0.8390000000000001,1,-4.6530000000000005,1,0.20600000000000002,0.0335,0.0,0.17600000000000002,0.484,100.016,123200
57,57,0.8270000000000001,0.56,4,-8.024,0,0.11199999999999999,0.0108,0.0,0.114,0.17600000000000002,129.891,192105
58,58,0.902,0.47200000000000003,1,-6.8020000000000005,1,0.469,0.0153,0.0,0.0539,0.65,140.046,191975
59,59,0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,196760
60,60,0.741,0.522,0,-8.63,0,0.133,0.317,1.31e-05,0.174,0.324,84.98700000000001,161455
61,61,0.753,0.597,8,-8.469,1,0.292,0.0477,0.0,0.19699999999999998,0.616,76.997,175170
62,62,0.7959999999999999,0.586,4,-6.946000000000001,0,0.147,0.0247,0.0,0.132,0.179,97.98100000000001,200107
63,63,0.711,0.584,5,-7.648,1,0.0707,0.42100000000000004,0.0,0.17800000000000002,0.722,97.97200000000001,181455
64,64,0.6829999999999999,0.667,2,-6.436,0,0.276,0.0105,0.0,0.076,0.373,180.005,171227
65,65,0.698,0.45399999999999996,1,-6.756,0,0.151,0.12300000000000001,0.0,0.155,0.13699999999999998,92.932,260640
66,66,0.8109999999999999,0.512,8,-7.455,1,0.316,0.354,0.0,0.102,0.752,139.918,260875
67,67,0.816,0.775,11,-3.323,1,0.23399999999999999,0.16,0.00031,0.0543,0.527,93.431,270587
68,68,0.763,0.7859999999999999,10,-6.472,0,0.22899999999999998,0.0146,0.0114,0.0817,0.504,93.85700000000001,325507
69,69,0.889,0.816,9,-4.67,1,0.247,0.47200000000000003,0.0,0.204,0.777,96.056,302693
70,70,0.479,0.5489999999999999,11,-10.550999999999998,0,0.373,0.57,0.0239,0.127,0.5760000000000001,180.985,252187
71,71,0.922,0.909,10,-2.4290000000000003,0,0.27,0.0281,0.0,0.0856,0.309,95.295,161507
72,72,0.778,0.578,9,-7.22,0,0.27399999999999997,0.43200000000000005,0.0,0.138,0.758,84.48700000000001,252747
73,73,0.7979999999999999,0.7440000000000001,7,-5.327999999999999,0,0.136,0.33,0.000106,0.292,0.794,82.35600000000001,260000
74,74,0.8009999999999999,0.9079999999999999,2,-6.553999999999999,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387
75,75,0.8490000000000001,0.521,11,-12.999,0,0.21600000000000003,0.304,1.65e-06,0.115,0.763,95.265,248867
76,76,0.897,0.612,11,-10.489,1,0.21100000000000002,0.0297,0.18600000000000003,0.0894,0.767,102.305,208267
77,77,0.875,0.745,1,-5.877999999999999,1,0.26899999999999996,0.0227,2.37e-06,0.287,0.7490000000000001,95.20100000000001,217440
78,78,0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.24100000000000002,94.82799999999999,224533
79,79,0.8340000000000001,0.878,8,-9.484,1,0.15,0.0461,0.0,0.33399999999999996,0.418,102.848,258688
80,80,0.665,0.91,6,-4.6819999999999995,0,0.223,0.0394,0.0,0.22699999999999998,0.887,84.09899999999999,293973
81,81,0.5489999999999999,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.34600000000000003,94.695,211493
82,82,0.9009999999999999,0.6970000000000001,9,-3.4389999999999996,1,0.28,0.145,0.0,0.287,0.67,93.941,229827
83,83,0.873,0.7190000000000001,1,-5.9479999999999995,1,0.248,0.03,0.0,0.33299999999999996,0.858,93.281,307773
84,84,0.924,0.74,8,-1.2990000000000002,1,0.0774,0.0827,0.0,0.163,0.621,133.974,222293
85,85,0.7240000000000001,0.853,11,-3.895,0,0.28300000000000003,0.0164,0.0,0.65,0.775,170.51,332733
86,86,0.934,0.735,1,-6.667999999999999,1,0.251,0.031,8.599999999999999e-06,0.107,0.768,101.368,273107
87,87,0.8590000000000001,0.75,8,-8.325,0,0.303,0.0193,0.0,0.0538,0.857,98.691,345717
88,88,0.875,0.6579999999999999,0,-3.641,1,0.359,0.275,0.0,0.122,0.6609999999999999,92.039,274093
89,89,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.39799999999999996,0.387,79.97399999999999,240693
90,90,0.826,0.5660000000000001,10,-10.747,0,0.31,0.19699999999999998,0.0,0.35600000000000004,0.653,99.13,216133
91,91,0.785,0.479,3,-10.247,1,0.36200000000000004,0.0417,3.5e-05,0.33399999999999996,0.727,87.691,339893
92,92,0.6920000000000001,0.833,7,-3.9739999999999998,1,0.0492,0.000136,1.98e-05,0.515,0.6920000000000001,96.814,246320
93,93,0.828,0.6859999999999999,11,-5.689,0,0.218,0.273,0.0,0.524,0.617,91.713,319373
94,94,0.777,0.9570000000000001,11,-3.201,0,0.319,0.179,0.0,0.29600000000000004,0.5429999999999999,105.756,313053
95,95,0.8029999999999999,0.784,11,-5.97,0,0.198,0.0012,0.000161,0.0794,0.8009999999999999,90.185,296907
96,96,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533
97,97,0.8859999999999999,0.512,10,-11.825,0,0.237,0.207,0.0,0.0991,0.45399999999999996,93.99700000000001,308733
98,98,0.6779999999999999,0.794,10,-6.186,0,0.14,0.27399999999999997,1.68e-06,0.124,0.54,87.374,290573
99,99,0.894,0.698,6,-8.264,0,0.275,0.0279,3.56e-06,0.32899999999999996,0.695,98.104,336917
