,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,0,0.7290000000000001,0.5,9,-6.327000000000001,1,0.0321,0.39,0.0,0.0843,0.27899999999999997,90.0,152000
1,1,0.841,0.504,9,-7.867000000000001,1,0.0432,0.461,0.00011200000000000001,0.10099999999999999,0.5710000000000001,100.954,157016
2,2,0.7140000000000001,0.636,4,-9.227,0,0.102,0.237,4.77e-06,0.0923,0.649,124.073,171250
3,3,0.611,0.289,9,-12.225,0,0.0418,0.7,0.00014099999999999998,0.0914,0.154,178.97299999999998,175642
4,4,0.635,0.735,4,-4.529,0,0.045,0.11699999999999999,0.0,0.21899999999999997,0.462,159.996,144920
5,5,0.596,0.32,8,-10.204,1,0.0674,0.726,0.0,0.0907,0.507,81.711,167442
6,6,0.7090000000000001,0.562,11,-10.325999999999999,1,0.11599999999999999,0.048,0.0,0.207,0.265,88.027,169763
7,7,0.885,0.474,6,-5.846,0,0.0444,0.0735,1.89e-06,0.46299999999999997,0.5379999999999999,107.041,139363
8,8,0.535,0.387,1,-9.65,0,0.0638,0.2,1.05e-06,0.114,0.14,145.046,191984
9,9,0.76,0.515,6,-6.9510000000000005,0,0.175,0.0823,0.0,0.102,0.243,86.993,133995
10,10,0.7390000000000001,0.616,7,-6.962999999999999,0,0.0338,0.252,1.93e-06,0.10099999999999999,0.654,91.071,158466
11,11,0.6890000000000001,0.614,8,-11.455,0,0.0444,0.102,0.0025399999999999997,0.111,0.166,101.054,223399
12,12,0.7440000000000001,0.325,3,-9.503,0,0.0642,0.358,1e-06,0.102,0.128,110.06299999999999,157021
13,13,0.632,0.495,7,-8.335,1,0.14300000000000002,0.33299999999999996,0.0,0.0941,0.233,77.083,213933
14,14,0.5589999999999999,0.501,0,-7.0489999999999995,1,0.315,0.78,4.1e-05,0.107,0.341,191.54,185911
15,15,0.619,0.7190000000000001,0,-4.111000000000001,1,0.157,0.0227,0.0,0.0839,0.35100000000000003,86.036,194576
16,16,0.43,0.703,2,-3.6839999999999997,1,0.22899999999999998,0.521,0.0,0.132,0.435,45.78,165009
17,17,0.5479999999999999,0.457,4,-7.626,1,0.0691,0.22399999999999998,8.32e-05,0.11,0.494,175.65900000000002,197727
18,18,0.564,0.509,5,-8.672,0,0.0391,0.15,7.6e-06,0.529,0.29100000000000004,84.788,262588
19,19,0.8540000000000001,0.478,10,-6.577000000000001,0,0.0641,0.14800000000000002,0.0,0.0872,0.174,123.992,178973
20,20,0.5660000000000001,0.521,9,-5.452999999999999,1,0.0455,0.0061200000000000004,0.0,0.0809,0.073,131.85299999999998,136333
