,no,playlist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
53,54,1,0.2667364016736402,0.10479358838651143,1,0.4252525252525253,0.07766830870279151,0.8483928649706333,0.012551867219916968,0.1501561460093176,0.11099691675231249,0.47741917590392635,1
54,55,1,0.40376569037656906,0.3235546146479158,1,0.6575225943646996,0.07011494252873562,0.9267064843897763,0.9377593360995851,0.10203245789177284,0.2302158273381295,0.7192304492127913,1
55,56,1,0.09445606694560671,0.07959070517667222,1,0.4699096225412016,0.06354679802955665,0.9618472110522123,0.8952282157676348,0.08493318998617727,0.03288797533401855,0.39495872123660636,1
56,57,1,0.16317991631799167,0.029688996421190605,0,0.35180754917597024,0.06748768472906408,0.9427708165783186,0.8184647302904564,0.12148671479035478,0.03689619732785199,0.3106169164347722,1
57,58,1,0.38493723849372385,0.01849891627602196,1,0.2035619351408826,0.05977011494252871,0.9979919584764323,0.9522821576763484,0.1266062560794553,0.2538540596094553,0.45354867935692034,1
58,59,1,0.09100418410041844,0.04702858006956001,1,0.23535353535353543,0.07093596059113305,0.210839681237866,0.4346473029045643,0.10305636614959302,0.04039054470709147,0.389781541505265,1
59,60,1,0.17259414225941427,0.048238318463632246,1,0.35741626794258374,0.084072249589491,0.9849396885732417,5.290456431539248e-05,0.09998464137613272,0.04090441932168554,0.35542725600229275,1
60,61,1,0.07301255230125525,0.0,1,0.0,0.06288998357963871,0.8544169895413366,0.4336099585062241,0.15118005426713765,0.03658787255909557,0.3447631902521102,1
61,62,1,0.2364016736401674,0.06658601744039516,1,0.48514088250930354,0.05927750410509036,0.9327306089604798,0.8112033195020747,0.12046280653253472,0.15416238437821173,0.8151377037358899,1
62,63,1,0.5135983263598326,0.46368264529462166,1,0.6896597554492292,0.08292282430213471,0.7690752247897062,0.9595435684647302,0.31090974248707315,0.19218910585817062,0.3771113186091877,1
63,64,1,0.35878661087866104,0.016986743283431638,1,0.31642743221690595,0.06535303776683088,0.990963813143945,0.9564315352697095,0.12353453130599501,0.04039054470709147,0.5789288784934407,1
64,65,1,0.2175732217573222,0.06930792882705783,0,0.45675172780435935,0.06321839080459768,0.9246984428662085,0.8122406639004148,0.18087339374392053,0.04789311408016439,0.3835411909362374,1
65,66,1,0.41422594142259417,0.12293966429759562,1,0.4228601807549177,0.07635467980295563,0.9487949411490217,0.4771784232365145,0.15629959555623818,0.11305241521068865,0.4521388223765104,1
66,67,1,0.15585774058577406,0.04743182620091735,1,0.35940988835725673,0.0725779967159278,0.9628512318139963,0.8132780082987552,0.12251062304817495,0.05519013360739977,0.3763717215047102,1
67,68,1,0.4079497907949792,0.03946771510660818,1,0.38742690058479534,0.08308702791461409,0.7259023320329993,0.0003143153526971032,0.10510418266523325,0.3350462487153134,0.6815202418482532,1
68,69,1,0.4612970711297071,0.3175059226775543,1,0.6626528442317916,0.06436781609195408,0.8323285327820912,0.0,0.07285107254390011,0.6896197327852004,0.4595625283127016,1
69,70,1,0.2594142259414226,0.29633550078128934,0,0.6182349813928761,0.06486042692939242,0.9608431902904285,0.933609958506224,0.09107663953309786,0.16135662898252823,0.4523237216526297,1
70,71,1,0.18828451882845187,0.09178890065023437,1,0.39051036682615625,0.0788177339901478,0.973895460193619,0.9450207468879667,0.10715199918087337,0.05416238437821175,0.3497693381530411,1
71,72,1,0.0,0.08080044357074445,1,0.5189261031366295,0.0,0.7580309964100836,0.9221991701244813,0.2627860543695284,0.0,0.0,1
72,73,1,0.4623430962343096,0.17838600735924193,1,0.49175970228601806,0.07274220032840728,0.9096381314394503,0.6804979253112031,0.055751804638304425,0.17677286742034948,0.5356716928453225,1
73,74,1,0.19874476987447698,0.02273300065527495,0,0.34481658692185024,0.07027914614121511,0.9959839169528645,0.900414937759336,0.05800440280550867,0.05899280575539567,0.5655745282757217,1
74,75,1,0.15690376569037656,0.12495589495438275,1,0.49066985645933014,0.07536945812807883,0.947790920387238,0.9647302904564315,0.0665028413454154,0.11613566289825283,0.21619810108443427,1
75,76,1,0.2939330543933054,0.10983416502847931,1,0.5930622009569378,0.09622331691297203,0.9939758754292967,1.9709543568335874e-06,0.09793682486049249,0.23843782117163415,0.37757356679948595,1
76,77,1,0.08389121338912131,0.0024900448611321346,1,0.09529505582137165,0.07323481116584563,0.9799195847643223,0.17219917012448138,0.11739108175907442,0.0387461459403905,0.3795473665720599,1
77,78,1,0.34832635983263593,0.12193154896920211,0,0.52046783625731,0.05533661740558293,0.7228902697476476,0.4730290456431535,0.08687861567603539,0.2086330935251799,0.5233620235376779,1
78,79,1,0.2907949790794979,0.371944150410807,0,0.6045720361509835,0.07323481116584563,0.7510028510775965,0.26037344398340245,0.18906465980648135,0.2918807810894142,0.37344106797821885,1
79,80,1,0.3096234309623431,0.24996219567518518,1,0.5412280701754386,0.07405582922824305,0.9096381314394503,0.9190871369294604,0.10305636614959302,0.30832476875642345,0.41572290994480765,1
80,81,1,0.14435146443514646,0.10781793437169207,1,0.5488304093567251,0.07405582922824305,0.9799195847643223,0.6120331950207468,0.08278298264475503,0.0398766700924974,0.3719480063235552,1
81,82,1,0.14644351464435146,0.03089873481526284,1,0.3717171717171719,0.06798029556650242,0.8514049272559849,0.1815352697095436,0.0854451441150873,0.03884892086330938,0.3840681538731776,1
82,83,1,0.40585774058577395,0.2741569635566309,1,0.6354864433811802,0.04548440065681447,0.9367466920076152,0.34647302904564303,0.10817590743869354,0.4388489208633094,0.4499523884363993,1
83,84,1,0.38493723849372385,0.23988104239124952,0,0.5703349282296651,0.06272577996715922,0.9638552525757801,0.8340248962655602,0.10612809092305331,0.18191161356628982,0.40658888570451246,1
84,85,1,0.2186192468619247,0.09773678108775641,0,0.5192982456140351,0.0661740558292283,0.930722567436912,0.933609958506224,0.07397737162750218,0.15724563206577602,0.39684469385302357,1
85,86,1,0.2782426778242678,0.17838600735924193,1,0.45818713450292403,0.06863711001642037,0.9839356678114578,0.8682572614107884,0.1327497056263759,0.07738951695786234,0.6280103913393179,1
86,87,1,0.5230125523012552,0.006401532335299165,1,0.32309941520467844,0.10213464696223318,1.0,0.9844398340248962,0.05319203399375416,0.13669064748201443,0.5304760231863692,1
87,88,1,0.2625523012552302,0.21669438983819744,1,0.5884635832004254,0.05303776683087025,0.9327306089604798,0.9678423236514522,0.07889213126503869,0.09917780061664949,0.41600950382279267,1
88,89,1,0.19246861924686187,0.0012299007006401075,1,0.043992557150451916,0.07093596059113305,0.9989959792382161,0.9201244813278008,0.17165821942353965,0.15519013360739975,0.7886508824317953,1
89,90,1,0.21443514644351458,0.002409395634860645,1,0.014274322169059217,0.09917898193760266,0.9989959792382161,0.904564315352697,0.1122715404699739,0.15107913669064743,0.7540978302069947,1
90,91,1,0.20815899581589958,0.06416654065225058,0,0.47953216374269014,0.0640394088669951,0.789155640025384,0.7655601659751037,0.2249014488301848,0.14902363823227138,0.3645566577606849,1
91,92,1,0.2353556485355649,0.035435253793033916,1,0.17761828814460412,0.06781609195402294,0.9246984428662085,0.20746887966804972,0.12455843956381507,0.07245632065775953,0.3986335943494781,1
92,93,1,0.4466527196652721,0.0026715056202429865,1,0.1110579479000533,0.09638752052545152,1.0,0.9657676348547717,0.0711104285056059,0.04080164439876666,0.38632854752373647,1
93,94,1,0.14330543933054396,0.07455012853470433,1,0.33232323232323246,0.06683087027914614,0.9959839169528645,0.004045643153526957,0.08298776429631904,0.045323741007194274,0.4620910259136336,1
94,95,1,0.13389121338912136,0.12898835626795702,1,0.5648325358851675,0.05796387520525448,0.7469867680304609,0.9771784232365145,0.10408027440741308,0.10154162384378207,0.3943624210711214,1
95,96,1,0.5460251046025105,0.026967085034527938,1,0.3205475810738969,0.10525451559934318,0.9989959792382161,0.9491701244813278,0.07694670557518046,0.32168550873586843,0.33536568454334503,1
96,97,1,0.35878661087866104,0.02132163919552399,1,0.3164805954279639,0.08013136288998357,0.9969879377146483,0.966804979253112,0.04100752572569499,0.04059609455292912,0.3106631412538019,1
97,98,1,0.32217573221757323,0.0020162306567871324,1,0.09981392876129724,0.0798029556650246,0.9989959792382161,0.9636929460580913,0.08349971842522907,0.07595066803699901,0.30564774838906505,1
98,99,1,0.6014644351464435,0.6350622511215284,1,0.5835194045720362,0.07996715927750409,0.9447788581018862,0.8807053941908713,0.0886192597143296,0.9290853031860227,0.8874795455175793,1
99,100,1,0.41841004184100417,0.3104491153787994,0,0.572647527910686,0.25779967159277506,0.9769075224789706,0.2904564315352698,0.2504991552756872,0.4522096608427544,0.35228396830826414,1
100,101,2,0.5533472803347281,0.815514894903977,1,0.8878787878787878,0.05369458128078819,0.008258412132731485,0.0,0.3621051553780781,0.8119218910585818,0.7121765418288386,1
101,102,2,0.6087866108786611,0.8628963153384747,1,0.9257575757575758,0.06387520525451562,0.04818831782887656,0.0,0.16756258639225918,0.8119218910585818,0.6855602910314607,1
102,103,2,0.4707112970711298,0.9032209284742174,1,0.9631844763423711,0.14679802955665022,0.03182277941179923,0.0,0.20237546715814259,0.5827338129496403,0.8322085294036073,1
103,104,2,0.5083682008368201,0.4425122233983567,1,0.854013822434875,0.05582922824302139,0.6134520067132041,2.5518672198687753e-06,0.0949674909128142,0.22096608427543685,0.5785452124954931,1
104,105,2,0.5062761506276151,0.9062452744593982,1,0.9308612440191388,0.14482758620689662,0.06515626870302427,0.0,0.14913223775149742,0.7358684480986639,0.7855815544482142,1
105,106,2,0.4529288702928871,0.9314481576692373,1,0.8985114300903775,0.084072249589491,0.013549601547332535,2.0850622406420882e-06,0.32217273332309415,0.5673175745118192,0.7208205829874176,1
106,107,2,0.6150627615062761,0.815514894903977,1,0.8809144072301966,0.06420361247947459,0.14156224867477796,0.0,0.11329544872779396,0.6659815005138746,0.37465678071870356,1
107,108,2,0.6119246861924686,0.5503805635364686,1,0.8393673577884104,0.041871921182266014,0.40963579207107537,4.118257261409575e-05,0.1122715404699739,0.8622816032887977,0.36136714524762636,1
108,109,2,0.5910041841004183,0.8074499722768286,0,0.9160552897395002,0.08029556650246306,0.08112019881538801,0.0,0.17165821942353965,0.89311408016444,0.35149352390285393,1
109,110,2,0.6788702928870294,0.3669035737688391,1,0.7588250930356194,0.17898193760262726,0.47991724539594727,0.00020746887966804906,0.257666513080428,0.19630010277492294,0.33994656410920143,1
110,111,2,0.4864016736401674,0.8024093956348607,0,0.8783359914938863,0.06075533661740562,0.013248395318797401,0.0,0.09435314595812216,0.7944501541623844,0.43819279447520965,1
111,112,2,0.5679916317991631,0.7459549372448209,1,0.890723019670388,0.04482758620689653,0.01244517870937023,0.0,0.31705319203399374,0.3905447070914697,0.43002486895263803,1
112,113,2,0.5878661087866109,0.684459902212813,1,0.9168527379053695,0.048604269293924474,0.005326671508322556,0.0,0.10408027440741308,0.39568345323741005,0.610181478639511,1
113,114,2,0.4968619246861925,0.5070316044155452,1,0.8839181286549707,0.0661740558292283,0.17369091305186224,0.0005425311203319794,0.06855065786105563,0.31140801644398763,0.6647313875766176,1
114,115,2,0.7039748953974895,0.829628509501487,1,0.9504784688995216,0.06387520525451562,0.006631898498641542,0.0,0.1788255772282803,0.97327852004111,0.5827701609548198,1
115,116,2,0.5219665271966527,0.6441352890770704,1,0.8905635300372141,0.058128078817733964,0.3082296951309029,0.0,0.10305636614959302,0.48201438848920863,0.43361191490935314,1
116,117,2,0.5951882845188284,0.38807399566510403,1,0.8634768740031897,0.046469622331691274,0.5341343665322772,1.0010373443947174e-05,0.13479752214201612,0.2024665981500514,0.5892924829199293,1
117,118,2,0.6830543933054394,0.8639044306668683,0,0.8940988835725677,0.06371100164203614,0.07369044517818724,0.0,0.11124763221215384,0.36382322713257964,0.4712666524910556,1
118,119,2,0.6495815899581591,0.7933363576793184,1,0.9456671982987773,0.04351395730706076,0.036240470763648336,0.0,0.1409409716889367,0.7543679342240495,0.439482466926142,1
119,120,2,0.6997907949790796,0.5594536014920106,1,0.9015417331206805,0.04121510673234807,0.08081899258685288,0.0,0.0665028413454154,0.5046248715313464,0.4391404032653212,1
120,121,2,0.7698744769874477,0.4223499168304854,1,0.8502126528442318,0.07027914614121511,0.3995955844532364,0.0,0.10510418266523325,0.355601233299075,0.43876135974927655,1
121,122,2,0.5261506276150628,0.5362669489389587,1,0.8423710792131845,0.042528735632183956,0.6445766503285045,0.0014834024896265285,0.10817590743869354,0.2158273381294964,0.42048868878678336,1
122,123,2,0.7730125523012553,0.6834517868844197,1,0.9354332801701223,0.33661740558292275,0.12951399953337128,0.0,0.33036399938565497,0.6515930113052415,0.6100890290014515,1
123,124,2,0.643305439330544,0.75704420585715,1,0.9209197235513025,0.06535303776683088,0.026200263145809477,0.0,0.07233911841498997,0.8766700924974307,0.7629452605693048,1
124,125,2,0.6202928870292888,0.7469630525732144,1,0.918367889420521,0.09425287356321843,0.1907592660021884,0.0,0.22694926534582494,0.8725590955806785,0.7855954218939233,1
125,126,2,0.7437238493723849,0.7761983970966279,1,0.9263955342902712,0.05057471264367819,0.03182277941179923,0.0,0.12148671479035478,0.9650565262076054,0.5131694509415996,1
126,127,2,0.5638075313807532,0.5977619839709662,1,0.8949760765550239,0.0441707717569787,0.3082296951309029,4.346473029048781e-06,0.1091998156965136,0.2517985611510791,0.7853411853892591,1
127,128,2,0.7594142259414226,0.8588638540249004,1,0.9599149388623072,0.05747126436781613,0.03433283131625897,4.7717842324157544e-06,0.3037423846823324,0.9886947584789313,0.5270646315419675,1
128,129,2,0.690376569037657,0.8326528554866677,1,0.8989898989898991,0.04761904761904767,0.2931693837041447,0.0,0.13889315517329648,0.8797533401849948,0.5643079682343043,1
129,130,2,0.692468619246862,0.5967538686425727,1,0.8555555555555556,0.06321839080459768,0.2178678265703533,0.0,0.14503660472021707,0.6423432682425488,0.46694463191176605,1
130,131,2,0.4884937238493725,0.8568476233681134,1,0.940696438064859,0.06436781609195408,0.013750405699689328,0.0,0.20237546715814259,0.47893114080164445,0.7678635813140792,1
131,132,2,0.6631799163179917,0.8104743182620091,1,0.9250132908027645,0.08489326765188832,0.1927673075257561,0.0,0.08646905237290736,0.9630010277492292,0.37911747575508237,1
132,133,2,0.5188284518828452,0.5060234890871516,0,0.8026049973418394,0.04663382594417076,0.003157986662869372,2.002074688800537e-05,0.27814467823683,0.35662898252826314,0.6558099975038597,1
133,134,2,0.6401673640167365,0.5705428701043399,1,0.8579744816586921,0.056978653530377676,0.28011711380095417,0.0,0.09312445604873809,0.3442959917780062,0.3559495964573298,1
134,135,2,0.7071129707112971,0.792328242350925,1,0.8533227006911217,0.048604269293924474,0.02409181954606332,0.032157676348547715,0.184969026775201,0.9218910585817061,0.5625236902197528,1
135,136,2,0.4623430962343096,0.33363576793185135,1,0.5616693248272195,0.1607553366174056,0.9106421522012342,0.13692946058091282,0.2740490452055495,0.4049331963001028,0.8198988600959628,1
136,137,2,0.5868200836820084,0.6370784817783155,1,0.849973418394471,0.044006568144499214,0.034634037544794105,0.0026244813278007983,0.10817590743869354,0.3340184994861254,0.37899266874370174,1
137,138,2,0.6370292887029289,0.6814355562276325,1,0.8666400850611377,0.05714285714285716,0.08895156075730237,0.0,0.10510418266523325,0.5765673175745119,0.6472075586824078,1
138,139,2,0.7845188284518829,0.8376934321286355,1,0.9056618819776715,0.05106732348111653,0.39859156369145265,0.0,0.03691189269441453,0.9496402877697843,0.6472815183928554,1
139,140,2,0.6297071129707112,0.8074499722768286,1,0.8729399255715045,0.07766830870279151,0.10009619121310342,0.0,0.1706343111657196,0.3309352517985611,0.4271219503175645,1
140,141,2,0.5146443514644352,0.5947376379857855,1,0.8447900053163212,0.07372742200328408,0.007113828464297867,0.0,0.11329544872779396,0.32271325796505645,0.6835818687769838,1
141,142,2,0.739539748953975,0.6330460204647411,1,0.8476342371079214,0.12955665024630547,0.10340945972699034,1.130705394192244e-05,0.0806327753033328,0.3823227132579652,0.44856564386550435,1
142,143,2,0.5794979079497907,0.6421190584202832,1,0.8366826156299841,0.040394088669950756,0.08332904449131262,1.5975103734300333e-06,0.13070188911073566,0.5560123329907503,0.6932890807732488,1
143,144,2,0.6495815899581591,0.4767881445637381,0,0.8940723019670388,0.05484400656814448,0.20280751514359496,0.0,0.21466236625198376,0.4943473792394657,0.37893257647896306,1
144,145,2,0.5135983263598326,0.9102777357729724,1,0.9389952153110047,0.07898193760262728,0.04929274066683886,0.0,0.24230788921312651,0.6485097636176773,0.9242328991281998,1
145,146,2,0.4675732217573222,0.4283986088008468,1,0.8388888888888889,0.04597701149425282,0.7208822282240798,0.016908713692945998,0.10203245789177284,0.07605344295991778,0.5386162138175229,1
146,147,2,0.7447698744769876,0.6501839810474318,1,0.8633971291866028,0.049589490968801275,0.021481365565425237,0.0024999999999999467,0.10715199918087337,0.4696813977389518,0.4807519853559772,1
147,148,2,0.7144351464435146,0.7983769343212863,1,0.923444976076555,0.046798029556650245,0.11144162582126138,0.0,0.196232017611222,0.5457348406988696,0.41616666820749404,1
148,149,2,0.6464435146443515,0.8840667372347395,1,0.9074694311536416,0.06880131362889985,0.08774673584316162,9.24273858926572e-06,0.08657144319868937,0.9146968139773896,0.5776992983072471,1
149,150,2,0.5334728033472803,0.9506023489087152,0,0.9881180223285486,0.07307060755336614,0.010838745490516,0.0,0.15118005426713765,0.7697841726618706,0.739573992067821,1
150,151,3,0.7186192468619248,0.7943444730077122,1,0.9614566719829877,0.07422003284072254,0.19176328676397225,0.0,0.16551476987661906,0.6896197327852004,0.4623175275268797,1
151,152,3,0.8200836820083682,0.9546348102222894,1,0.8240031897926634,0.08538587848932677,0.004041524933239171,0.883817427385892,0.027696718374033646,0.830421377183967,0.5731415311509055,1
152,153,3,0.5889121338912133,0.7429305912596401,1,0.8976076555023923,0.06880131362889985,0.09306804588061623,0.0,0.13991706343111654,0.4501541623843781,0.5916869285456747,1
153,154,3,0.747907949790795,0.6360703664499219,1,0.8593301435406698,0.12988505747126444,0.12750595800980358,0.0,0.08278298264475503,0.4008221993833505,0.5218181145820814,1
